Month,01_Bayamon_entradas,02_Deportivo_entradas,03_Jardines_entradas,04_Torrimar_entradas,05_Martinez_Nadal_entradas,06_Las_Lomas_entradas,07_San_Francisco_entradas,08_Centro_Medico_entradas,09_Cupey_entradas,10_Rio_Piedras_entradas,11_Universidad_entradas,12_Piñero_entradas,13_Domenech_entradas,14_Roosevelt_entradas,15_Hato_Rey_entradas,16_Sagrado_Corazon_entradas,Total_entradas_,01_Bayamon_Salidas,02_Deportivo_Salidas,03_Jardines_Salidas,04_Torrimar_Salidas,05_Martinez_Nadal_Salidas,06_Las_Lomas_Salidas,07_San_Francisco_Salidas,08_Centro_Medico_Salidas,09_Cupey_Salidas,10_Rio_Piedras_Salidas,11_Universidad_Salidas,12_Piñero_Salidas,13_Domenech_Salidas,14_Roosevelt_Salidas,15_Hato_Rey_Salidas,16_Sagrado_Corazon_Salidas,Total_Salidas_
2016-11-01,80120.0,66703.0,9579.0,12719.0,43101.0,17874.0,30257.0,42328.0,41819.0,53276.0,58166.0,25416.0,18006.0,35009.0,26773.0,80978.0,642124.0,62365.0,55785.0,9334.0,13895.0,46062.0,16493.0,26803.0,41948.0,42757.0,53327.0,53342.0,24543.0,16408.0,33616.0,22416.0,79948.0,599042.0
2016-12-01,69376.0,58617.0,9507.0,11662.0,37088.0,17881.0,29759.0,41398.0,33604.0,54628.0,29824.0,24438.0,29877.0,33174.0,26867.0,74965.0,582665.0,54956.0,46137.0,8668.0,14776.0,41083.0,16021.0,25018.0,41831.0,33300.0,52790.0,28700.0,23559.0,12824.0,32890.0,24849.0,78634.0,536036.0
2017-01-01,76318.0,62116.0,9763.0,12924.0,42282.0,17887.0,32632.0,40554.0,40227.0,51273.0,44325.0,26227.0,18807.0,33942.0,26379.0,113618.0,649274.0,61577.0,46244.0,8351.0,14844.0,45931.0,15796.0,25831.0,39980.0,37773.0,48794.0,39509.0,23368.0,15319.0,31422.0,24996.0,112749.0,592484.0
2017-02-01,79536.0,49690.0,10060.0,12834.0,43923.0,18484.0,29840.0,43989.0,43911.0,51251.0,56951.0,27068.0,15712.0,35475.0,24074.0,83568.0,626366.0,67264.0,51293.0,9431.0,13940.0,46046.0,17599.0,26799.0,42379.0,44553.0,50443.0,50273.0,24905.0,14327.0,32482.0,21709.0,85136.0,598579.0
2017-03-01,88911.0,51881.0,10877.0,14373.0,44014.0,19820.0,33549.0,50105.0,47753.0,56342.0,57103.0,30986.0,14770.0,42352.0,24543.0,88014.0,675393.0,78629.0,57242.0,10555.0,15873.0,45616.0,18872.0,29942.0,48807.0,47543.0,55258.0,50921.0,29023.0,13179.0,38755.0,21299.0,88568.0,650082.0
2017-04-01,63220.0,38088.0,8916.0,11749.0,31202.0,15974.0,26390.0,40958.0,34666.0,46894.0,17017.0,24321.0,11388.0,32088.0,20787.0,71101.0,494759.0,59662.0,40135.0,8439.0,13046.0,32275.0,14983.0,23977.0,40317.0,34277.0,41999.0,16781.0,22831.0,6980.0,27444.0,18336.0,70644.0,472126.0
2017-05-01,70936.0,45150.0,9903.0,12551.0,37667.0,17143.0,30902.0,46437.0,39132.0,52908.0,17030.0,27544.0,15507.0,38768.0,33907.0,76430.0,571915.0,59494.0,39459.0,8778.0,13076.0,35617.0,15733.0,26452.0,44332.0,35467.0,50401.0,17352.0,25783.0,7270.0,30022.0,24343.0,74298.0,507877.0
2017-06-01,67136.0,40870.0,8661.0,11835.0,33280.0,14927.0,27214.0,42345.0,30181.0,47148.0,36906.0,24943.0,13086.0,30702.0,21569.0,68434.0,519237.0,62281.0,43266.0,7975.0,12661.0,33951.0,14166.0,23547.0,40384.0,29801.0,44179.0,31072.0,23710.0,9432.0,23695.0,17935.0,71090.0,489145.0
2017-07-01,56609.0,32588.0,7179.0,10402.0,27469.0,13698.0,22272.0,35570.0,23862.0,42662.0,37141.0,20230.0,12766.0,24578.0,12319.0,60004.0,439349.0,53035.0,37164.0,6409.0,10882.0,29172.0,12692.0,19627.0,35134.0,24682.0,39227.0,33411.0,19163.0,10718.0,19321.0,10683.0,65008.0,426328.0
2017-08-01,73602.0,42459.0,9067.0,12498.0,37171.0,16708.0,29113.0,46819.0,39231.0,51837.0,28617.0,27388.0,21513.0,36610.0,22523.0,76731.0,571887.0,67129.0,43413.0,8401.0,13856.0,38324.0,15837.0,24460.0,45156.0,36501.0,48040.0,25170.0,24558.0,19589.0,26918.0,19549.0,79470.0,536371.0
2017-09-01,26333.0,16430.0,3263.0,4353.0,13189.0,5733.0,9494.0,15803.0,14498.0,18166.0,15265.0,8868.0,8329.0,11977.0,9167.0,25893.0,206761.0,20817.0,15008.0,3149.0,4812.0,13300.0,5556.0,8072.0,14801.0,13137.0,17282.0,12530.0,8582.0,7594.0,8819.0,7794.0,27925.0,189178.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,56005.0,42300.0,6369.0,8578.0,26723.0,10915.0,18360.0,27957.0,26484.0,27288.0,46561.0,0.0,0.0,28164.0,18073.0,65018.0,408795.0,44784.0,30283.0,5507.0,8153.0,25791.0,11516.0,14509.0,25695.0,26519.0,25194.0,29546.0,0.0,0.0,19462.0,17057.0,61607.0,345623.0
2018-02-01,55616.0,38439.0,7430.0,7534.0,24834.0,11447.0,17692.0,30854.0,29052.0,31970.0,34640.0,0.0,0.0,26544.0,15638.0,52015.0,383705.0,45110.0,30382.0,6916.0,7953.0,24480.0,11891.0,15425.0,30961.0,29264.0,29597.0,25152.0,0.0,0.0,19433.0,14065.0,50480.0,341109.0
2018-03-01,59796.0,41567.0,8040.0,8374.0,27688.0,12342.0,19580.0,32158.0,27898.0,38005.0,37756.0,0.0,0.0,28422.0,19487.0,56565.0,417678.0,49094.0,30437.0,6692.0,8774.0,27740.0,12411.0,16549.0,32781.0,30039.0,35560.0,26683.0,0.0,0.0,22753.0,15201.0,57778.0,372513.0
2018-04-01,62854.0,43956.0,7868.0,8694.0,28028.0,12653.0,18763.0,32632.0,28123.0,38133.0,43039.0,1025.0,0.0,27703.0,18138.0,57521.0,429130.0,48938.0,30028.0,6687.0,9114.0,27988.0,11579.0,16244.0,34773.0,30580.0,35169.0,30531.0,1089.0,0.0,22594.0,13033.0,59727.0,378074.0
2018-05-01,62608.0,45038.0,8107.0,9161.0,28891.0,13310.0,19662.0,34938.0,27560.0,41314.0,42010.0,15196.0,3960.0,30272.0,15558.0,60876.0,458461.0,51001.0,30756.0,7257.0,9367.0,30475.0,13518.0,17734.0,33790.0,29210.0,38079.0,27557.0,13328.0,3515.0,22770.0,12005.0,61794.0,402156.0
2018-06-01,52996.0,39983.0,6664.0,8097.0,24952.0,12003.0,18909.0,31742.0,21043.0,37927.0,23711.0,13253.0,12208.0,21107.0,21901.0,55220.0,401716.0,41148.0,25487.0,6402.0,8083.0,21696.0,12599.0,15774.0,30035.0,27075.0,34940.0,16702.0,11352.0,11357.0,15592.0,12819.0,56395.0,347456.0
2018-07-01,44767.0,31986.0,6025.0,6981.0,20551.0,10708.0,15875.0,28256.0,17091.0,36339.0,16935.0,12517.0,11411.0,17845.0,11989.0,49027.0,338303.0,36250.0,22278.0,5457.0,7318.0,19870.0,10992.0,13733.0,26773.0,16975.0,31711.0,13729.0,10786.0,9331.0,13205.0,8161.0,50890.0,297459.0
2018-08-01,66405.0,47840.0,7816.0,9584.0,29021.0,13308.0,20203.0,38121.0,27192.0,40055.0,37668.0,17023.0,14626.0,25884.0,18638.0,64548.0,477932.0,53120.0,30680.0,6982.0,9386.0,26429.0,13473.0,17102.0,36556.0,25432.0,35459.0,22934.0,14193.0,11535.0,19575.0,12915.0,65718.0,401489.0
2018-09-01,66456.0,48860.0,8112.0,9450.0,30855.0,13050.0,18094.0,34858.0,29855.0,39422.0,46399.0,16158.0,14331.0,25603.0,16717.0,62285.0,480505.0,53839.0,28899.0,7135.0,9256.0,29786.0,13340.0,15622.0,33321.0,33577.0,33895.0,26308.0,13191.0,11210.0,19505.0,11539.0,64067.0,404490.0
2018-10-01,74590.0,55262.0,8879.0,10173.0,34322.0,14188.0,20408.0,39166.0,31968.0,42872.0,53570.0,18513.0,16335.0,29104.0,20420.0,68234.0,538004.0,58913.0,31895.0,7659.0,9733.0,33964.0,15368.0,14094.0,36153.0,27922.0,34557.0,29498.0,15504.0,12468.0,21891.0,14616.0,70014.0,434249.0
2018-11-01,60926.0,47160.0,7837.0,8910.0,29170.0,12249.0,17953.0,32356.0,25470.0,37744.0,41580.0,15519.0,13758.0,24340.0,22116.0,58256.0,455344.0,48148.0,25942.0,6500.0,8408.0,28271.0,13455.0,12763.0,29632.0,17142.0,30500.0,24805.0,13200.0,10757.0,17210.0,14156.0,63328.0,364217.0
2018-12-01,51461.0,41714.0,7551.0,8396.0,27054.0,11678.0,18123.0,29280.0,20649.0,36962.0,26014.0,13755.0,12261.0,22670.0,25767.0,51791.0,405126.0,40845.0,22549.0,5962.0,7875.0,23950.0,12130.0,13228.0,27546.0,14195.0,31209.0,18231.0,11867.0,9638.0,15629.0,17354.0,52837.0,325045.0
2019-01-01,58990.0,47254.0,8029.0,9640.0,30203.0,12444.0,20632.0,31928.0,24295.0,38849.0,36238.0,16225.0,13573.0,24646.0,20608.0,77335.0,470889.0,45835.0,23682.0,6109.0,9442.0,29075.0,12771.0,14578.0,28948.0,16318.0,32566.0,21735.0,12730.0,11387.0,17287.0,18641.0,77977.0,379081.0
2019-02-01,60658.0,44912.0,7694.0,8927.0,27413.0,12725.0,18528.0,32350.0,24564.0,36735.0,40473.0,16199.0,13691.0,21875.0,19220.0,58711.0,444675.0,47252.0,25586.0,6626.0,8860.0,27640.0,12471.0,14488.0,29403.0,16063.0,31818.0,22847.0,13256.0,11361.0,15783.0,13502.0,60856.0,357812.0
2019-03-01,66078.0,50999.0,8827.0,10047.0,31781.0,13346.0,20684.0,34293.0,26695.0,40424.0,42852.0,17800.0,15554.0,25200.0,28420.0,64841.0,497841.0,50197.0,30440.0,7602.0,10027.0,29999.0,12011.0,15507.0,31687.0,16216.0,33357.0,21318.0,15218.0,12542.0,18230.0,23314.0,67193.0,394857.0
2019-04-01,60371.0,45372.0,8195.0,9668.0,28609.0,11322.0,18792.0,33922.0,23666.0,36359.0,38938.0,17037.0,14593.0,23339.0,18635.0,59881.0,448699.0,45094.0,27748.0,7452.0,9500.0,27816.0,10813.0,14578.0,31143.0,14388.0,30083.0,19736.0,14815.0,12228.0,16518.0,15322.0,66049.0,363283.0
2019-05-01,56263.0,44232.0,7817.0,8891.0,27917.0,12603.0,19482.0,33597.0,21997.0,36684.0,26257.0,18040.0,14671.0,23473.0,21923.0,59345.0,433192.0,43002.0,27907.0,6920.0,8976.0,27854.0,11819.0,14800.0,30422.0,13892.0,30309.0,16636.0,14903.0,12329.0,15773.0,17394.0,64473.0,357409.0
2019-06-01,45535.0,36259.0,6103.0,7857.0,20909.0,10682.0,16055.0,29517.0,17717.0,31352.0,19686.0,15320.0,13637.0,18197.0,16707.0,51060.0,356593.0,34879.0,24765.0,5507.0,7795.0,21603.0,9521.0,12625.0,25205.0,14379.0,25956.0,12240.0,12966.0,11263.0,12198.0,13550.0,56600.0,301052.0
2019-07-01,41271.0,35894.0,6592.0,8497.0,23204.0,10209.0,17367.0,28581.0,17779.0,30346.0,15649.0,15755.0,14157.0,28588.0,14534.0,52496.0,360919.0,30073.0,21984.0,5381.0,8003.0,20661.0,8941.0,13094.0,24937.0,17047.0,26610.0,9314.0,12726.0,9925.0,11066.0,11326.0,64467.0,295555.0
2019-08-01,53609.0,41761.0,7352.0,9323.0,27710.0,11702.0,18232.0,31990.0,24388.0,34361.0,37313.0,17346.0,14009.0,23578.0,23394.0,57412.0,433480.0,39060.0,25118.0,6388.0,9072.0,25695.0,10576.0,14079.0,28815.0,23812.0,26923.0,18030.0,14365.0,10726.0,16096.0,16411.0,67251.0,352417.0
2019-09-01,56368.0,45638.0,7404.0,8915.0,30111.0,11945.0,17850.0,31753.0,26780.0,32564.0,42278.0,17058.0,10055.0,24893.0,19145.0,60180.0,442937.0,38425.0,26324.0,6471.0,8915.0,27757.0,10754.0,14335.0,28400.0,26377.0,27310.0,18660.0,14025.0,8049.0,16650.0,14400.0,63926.0,350778.0
2019-10-01,65821.0,54415.0,8689.0,9969.0,34451.0,13434.0,19971.0,36549.0,30182.0,37324.0,49110.0,19394.0,15821.0,28116.0,24778.0,68284.0,516308.0,42641.0,30043.0,6811.0,9708.0,31474.0,11926.0,15756.0,32640.0,29426.0,31518.0,20987.0,15492.0,10604.0,17699.0,18689.0,68823.0,394237.0
2019-11-01,52055.0,44437.0,7235.0,8801.0,27502.0,11147.0,17165.0,30280.0,21760.0,32699.0,40237.0,16051.0,13349.0,22603.0,20908.0,56404.0,422957.0,35205.0,24218.0,5294.0,8633.0,25497.0,9890.0,13047.0,25731.0,21645.0,27392.0,17654.0,12283.0,9038.0,14736.0,14974.0,56011.0,321248.0
2019-12-01,46782.0,42828.0,7235.0,8959.0,27529.0,11009.0,18675.0,28649.0,20719.0,32018.0,24090.0,15830.0,12180.0,22366.0,34431.0,53074.0,406374.0,33868.0,22004.0,5277.0,7911.0,23970.0,9703.0,12672.0,25105.0,19526.0,25398.0,11931.0,11955.0,8958.0,11665.0,22255.0,51156.0,303354.0
2020-01-01,36551.0,31986.0,5738.0,7201.0,19907.0,9159.0,14844.0,24914.0,17890.0,26210.0,17723.0,13797.0,12139.0,18509.0,12274.0,53028.0,321870.0,26879.0,17931.0,4197.0,6715.0,18755.0,8264.0,11186.0,21562.0,14709.0,21200.0,8798.0,10321.0,8277.0,9025.0,8277.0,55352.0,251448.0
2020-02-01,51338.0,45159.0,7409.0,8822.0,26791.0,11495.0,17728.0,30551.0,23124.0,31702.0,38767.0,17032.0,14168.0,22025.0,22104.0,57534.0,425749.0,33440.0,21189.0,5503.0,8443.0,22847.0,10158.0,9760.0,27110.0,21480.0,25145.0,15008.0,12802.0,9228.0,9640.0,12413.0,55385.0,299551.0
2020-03-01,24478.0,20641.0,3697.0,4249.0,12984.0,5630.0,8590.0,14451.0,11294.0,16094.0,17700.0,8168.0,6640.0,11205.0,7677.0,27470.0,200968.0,15737.0,9221.0,2584.0,4004.0,11181.0,5099.0,4492.0,13474.0,10813.0,12878.0,7030.0,6063.0,4011.0,4409.0,5012.0,27441.0,143449.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,2800.0,2511.0,826.0,639.0,1863.0,1344.0,1867.0,2799.0,1118.0,4191.0,910.0,1421.0,1585.0,1250.0,880.0,5737.0,31741.0,2780.0,2471.0,705.0,605.0,1948.0,1195.0,1415.0,2592.0,1195.0,3732.0,743.0,1281.0,1328.0,816.0,728.0,7150.0,30684.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,1318.0,1242.0,406.0,359.0,846.0,560.0,765.0,1005.0,542.0,1986.0,432.0,690.0,749.0,599.0,360.0,2455.0,14314.0,1340.0,611.0,344.0,326.0,909.0,532.0,607.0,930.0,553.0,1744.0,353.0,686.0,681.0,440.0,317.0,2517.0,12890.0
2020-11-01,6088.0,5195.0,1953.0,1874.0,3561.0,2889.0,3798.0,4318.0,2632.0,8863.0,2264.0,3090.0,3195.0,2820.0,1848.0,11739.0,66127.0,5914.0,5028.0,1598.0,1773.0,3918.0,2632.0,3019.0,4257.0,2559.0,7453.0,1666.0,2949.0,2612.0,1918.0,1438.0,12450.0,61184.0
2020-12-01,7055.0,6121.0,2120.0,2360.0,4337.0,3370.0,4416.0,4974.0,3147.0,10005.0,2595.0,3559.0,3690.0,3440.0,2112.0,13642.0,76943.0,6775.0,5823.0,1721.0,2182.0,4774.0,3030.0,3334.0,4714.0,3092.0,8419.0,1774.0,3465.0,3125.0,2162.0,1537.0,13876.0,69803.0
2021-01-01,7512.0,6675.0,2018.0,2169.0,4447.0,3294.0,4518.0,5402.0,3256.0,9986.0,2735.0,3837.0,3825.0,3349.0,2178.0,14583.0,79784.0,5113.0,5882.0,1696.0,2151.0,4748.0,3020.0,3308.0,4929.0,3464.0,8071.0,2086.0,3456.0,3313.0,2138.0,1653.0,14184.0,69212.0
2021-02-01,8794.0,7877.0,2455.0,2541.0,5133.0,3551.0,5388.0,6801.0,4010.0,11383.0,3412.0,4572.0,4761.0,4134.0,2719.0,17585.0,95116.0,8563.0,6851.0,2083.0,2426.0,5494.0,3304.0,3804.0,6013.0,4039.0,9265.0,2687.0,4090.0,3868.0,2540.0,2087.0,16675.0,83789.0
