Month,variable,value
2019-02-01,05_Martinez_Nadal_Salidas,27640.0
2019-03-01,05_Martinez_Nadal_Salidas,29999.0
2019-04-01,05_Martinez_Nadal_Salidas,27816.0
2019-05-01,05_Martinez_Nadal_Salidas,27854.0
2019-06-01,05_Martinez_Nadal_Salidas,21603.0
2019-07-01,05_Martinez_Nadal_Salidas,20661.0
2019-08-01,05_Martinez_Nadal_Salidas,25695.0
2019-09-01,05_Martinez_Nadal_Salidas,27757.0
2019-10-01,05_Martinez_Nadal_Salidas,31474.0
2019-11-01,05_Martinez_Nadal_Salidas,25497.0
2019-12-01,05_Martinez_Nadal_Salidas,23970.0
2020-01-01,05_Martinez_Nadal_Salidas,18755.0
2020-02-01,05_Martinez_Nadal_Salidas,22847.0
2020-03-01,05_Martinez_Nadal_Salidas,11181.0
2020-04-01,05_Martinez_Nadal_Salidas,0.0
2020-05-01,05_Martinez_Nadal_Salidas,0.0
2020-06-01,05_Martinez_Nadal_Salidas,0.0
2020-07-01,05_Martinez_Nadal_Salidas,1948.0
2020-08-01,05_Martinez_Nadal_Salidas,0.0
2020-09-01,05_Martinez_Nadal_Salidas,0.0
2020-10-01,05_Martinez_Nadal_Salidas,909.0
2020-11-01,05_Martinez_Nadal_Salidas,3918.0
2020-12-01,05_Martinez_Nadal_Salidas,4774.0
2021-01-01,05_Martinez_Nadal_Salidas,4748.0
2021-02-01,05_Martinez_Nadal_Salidas,5494.0
2010-01-01,06_Las_Lomas_Salidas,16629.0
2010-02-01,06_Las_Lomas_Salidas,20002.0
2010-03-01,06_Las_Lomas_Salidas,21925.0
2010-04-01,06_Las_Lomas_Salidas,19432.0
2010-05-01,06_Las_Lomas_Salidas,20280.0
2010-06-01,06_Las_Lomas_Salidas,19632.0
2010-07-01,06_Las_Lomas_Salidas,18806.0
2010-08-01,06_Las_Lomas_Salidas,23103.0
2010-09-01,06_Las_Lomas_Salidas,25401.0
2010-10-01,06_Las_Lomas_Salidas,25194.0
2010-11-01,06_Las_Lomas_Salidas,22987.0
2010-12-01,06_Las_Lomas_Salidas,22032.0
2011-01-01,06_Las_Lomas_Salidas,21435.0
2011-02-01,06_Las_Lomas_Salidas,24494.0
2011-03-01,06_Las_Lomas_Salidas,28133.0
2011-04-01,06_Las_Lomas_Salidas,24233.0
2011-05-01,06_Las_Lomas_Salidas,24009.0
2011-06-01,06_Las_Lomas_Salidas,22655.0
2011-07-01,06_Las_Lomas_Salidas,18897.0
2011-08-01,06_Las_Lomas_Salidas,23328.0
2011-09-01,06_Las_Lomas_Salidas,27232.0
2011-10-01,06_Las_Lomas_Salidas,27902.0
2011-11-01,06_Las_Lomas_Salidas,25690.0
2011-12-01,06_Las_Lomas_Salidas,23644.0
2012-01-01,06_Las_Lomas_Salidas,23850.0
2012-02-01,06_Las_Lomas_Salidas,27231.0
2012-03-01,06_Las_Lomas_Salidas,27706.0
2012-04-01,06_Las_Lomas_Salidas,24581.0
2012-05-01,06_Las_Lomas_Salidas,25781.0
2012-06-01,06_Las_Lomas_Salidas,23271.0
2012-07-01,06_Las_Lomas_Salidas,19546.0
2012-08-01,06_Las_Lomas_Salidas,24969.0
2012-09-01,06_Las_Lomas_Salidas,26975.0
2012-10-01,06_Las_Lomas_Salidas,29034.0
2012-11-01,06_Las_Lomas_Salidas,24016.0
2012-12-01,06_Las_Lomas_Salidas,22673.0
2013-01-01,06_Las_Lomas_Salidas,24869.0
2013-02-01,06_Las_Lomas_Salidas,25397.0
2013-03-01,06_Las_Lomas_Salidas,25085.0
2013-04-01,06_Las_Lomas_Salidas,26931.0
2013-05-01,06_Las_Lomas_Salidas,24079.0
2013-06-01,06_Las_Lomas_Salidas,20688.0
2013-07-01,06_Las_Lomas_Salidas,19358.0
2013-08-01,06_Las_Lomas_Salidas,24806.0
2013-09-01,06_Las_Lomas_Salidas,24669.0
2013-10-01,06_Las_Lomas_Salidas,27183.0
2013-11-01,06_Las_Lomas_Salidas,22512.0
2013-12-01,06_Las_Lomas_Salidas,21085.0
2014-01-01,06_Las_Lomas_Salidas,21840.0
2014-02-01,06_Las_Lomas_Salidas,23082.0
2014-03-01,06_Las_Lomas_Salidas,26700.0
2014-04-01,06_Las_Lomas_Salidas,24027.0
2014-05-01,06_Las_Lomas_Salidas,23000.0
2014-06-01,06_Las_Lomas_Salidas,20422.0
2014-07-01,06_Las_Lomas_Salidas,18417.0
2014-08-01,06_Las_Lomas_Salidas,21383.0
2014-09-01,06_Las_Lomas_Salidas,23583.0
2014-10-01,06_Las_Lomas_Salidas,22967.0
2014-11-01,06_Las_Lomas_Salidas,18241.0
2014-12-01,06_Las_Lomas_Salidas,17894.0
2015-01-01,06_Las_Lomas_Salidas,18077.0
2015-02-01,06_Las_Lomas_Salidas,20431.0
2015-03-01,06_Las_Lomas_Salidas,21681.0
2015-04-01,06_Las_Lomas_Salidas,19932.0
2015-05-01,06_Las_Lomas_Salidas,18740.0
2015-06-01,06_Las_Lomas_Salidas,17551.0
2015-07-01,06_Las_Lomas_Salidas,16286.0
2015-08-01,06_Las_Lomas_Salidas,17745.0
2015-09-01,06_Las_Lomas_Salidas,21800.0
2015-10-01,06_Las_Lomas_Salidas,21155.0
2015-11-01,06_Las_Lomas_Salidas,18539.0
2016-03-01,06_Las_Lomas_Salidas,19886.0
2016-04-01,06_Las_Lomas_Salidas,19336.0
2016-05-01,06_Las_Lomas_Salidas,18313.0
2016-06-01,06_Las_Lomas_Salidas,15780.0
2016-07-01,06_Las_Lomas_Salidas,12671.0
2016-08-01,06_Las_Lomas_Salidas,17754.0
2016-09-01,06_Las_Lomas_Salidas,16734.0
2016-10-01,06_Las_Lomas_Salidas,18219.0
2016-11-01,06_Las_Lomas_Salidas,16493.0
2016-12-01,06_Las_Lomas_Salidas,16021.0
2017-01-01,06_Las_Lomas_Salidas,15796.0
2017-02-01,06_Las_Lomas_Salidas,17599.0
2017-03-01,06_Las_Lomas_Salidas,18872.0
2017-04-01,06_Las_Lomas_Salidas,14983.0
2017-05-01,06_Las_Lomas_Salidas,15733.0
2017-06-01,06_Las_Lomas_Salidas,14166.0
2017-07-01,06_Las_Lomas_Salidas,12692.0
2017-08-01,06_Las_Lomas_Salidas,15837.0
2017-09-01,06_Las_Lomas_Salidas,5556.0
2017-10-01,06_Las_Lomas_Salidas,0.0
2017-11-01,06_Las_Lomas_Salidas,0.0
2018-01-01,06_Las_Lomas_Salidas,11516.0
2018-02-01,06_Las_Lomas_Salidas,11891.0
2018-03-01,06_Las_Lomas_Salidas,12411.0
2018-04-01,06_Las_Lomas_Salidas,11579.0
2018-05-01,06_Las_Lomas_Salidas,13518.0
2018-06-01,06_Las_Lomas_Salidas,12599.0
2018-07-01,06_Las_Lomas_Salidas,10992.0
2018-08-01,06_Las_Lomas_Salidas,13473.0
2018-09-01,06_Las_Lomas_Salidas,13340.0
2018-10-01,06_Las_Lomas_Salidas,15368.0
2018-11-01,06_Las_Lomas_Salidas,13455.0
2018-12-01,06_Las_Lomas_Salidas,12130.0
2019-01-01,06_Las_Lomas_Salidas,12771.0
2019-02-01,06_Las_Lomas_Salidas,12471.0
2019-03-01,06_Las_Lomas_Salidas,12011.0
2019-04-01,06_Las_Lomas_Salidas,10813.0
2019-05-01,06_Las_Lomas_Salidas,11819.0
2019-06-01,06_Las_Lomas_Salidas,9521.0
2019-07-01,06_Las_Lomas_Salidas,8941.0
2019-08-01,06_Las_Lomas_Salidas,10576.0
2019-09-01,06_Las_Lomas_Salidas,10754.0
2019-10-01,06_Las_Lomas_Salidas,11926.0
2019-11-01,06_Las_Lomas_Salidas,9890.0
2019-12-01,06_Las_Lomas_Salidas,9703.0
2020-01-01,06_Las_Lomas_Salidas,8264.0
2020-02-01,06_Las_Lomas_Salidas,10158.0
2020-03-01,06_Las_Lomas_Salidas,5099.0
2020-04-01,06_Las_Lomas_Salidas,0.0
2020-05-01,06_Las_Lomas_Salidas,0.0
2020-06-01,06_Las_Lomas_Salidas,0.0
2020-07-01,06_Las_Lomas_Salidas,1195.0
2020-08-01,06_Las_Lomas_Salidas,0.0
2020-09-01,06_Las_Lomas_Salidas,0.0
2020-10-01,06_Las_Lomas_Salidas,532.0
2020-11-01,06_Las_Lomas_Salidas,2632.0
2020-12-01,06_Las_Lomas_Salidas,3030.0
2021-01-01,06_Las_Lomas_Salidas,3020.0
2021-02-01,06_Las_Lomas_Salidas,3304.0
2010-01-01,07_San_Francisco_Salidas,30233.0
2010-02-01,07_San_Francisco_Salidas,35075.0
2010-03-01,07_San_Francisco_Salidas,37313.0
2010-04-01,07_San_Francisco_Salidas,33723.0
2010-05-01,07_San_Francisco_Salidas,38231.0
2010-06-01,07_San_Francisco_Salidas,35686.0
2010-07-01,07_San_Francisco_Salidas,31485.0
2010-08-01,07_San_Francisco_Salidas,39107.0
2010-09-01,07_San_Francisco_Salidas,43007.0
2010-10-01,07_San_Francisco_Salidas,43934.0
2010-11-01,07_San_Francisco_Salidas,39398.0
2010-12-01,07_San_Francisco_Salidas,38034.0
2011-01-01,07_San_Francisco_Salidas,37662.0
2011-02-01,07_San_Francisco_Salidas,42341.0
2011-03-01,07_San_Francisco_Salidas,47496.0
2011-04-01,07_San_Francisco_Salidas,38837.0
2011-05-01,07_San_Francisco_Salidas,40354.0
2011-06-01,07_San_Francisco_Salidas,38991.0
2011-07-01,07_San_Francisco_Salidas,30681.0
2011-08-01,07_San_Francisco_Salidas,37896.0
2011-09-01,07_San_Francisco_Salidas,40499.0
2011-10-01,07_San_Francisco_Salidas,46103.0
2011-11-01,07_San_Francisco_Salidas,40355.0
2011-12-01,07_San_Francisco_Salidas,37255.0
2012-01-01,07_San_Francisco_Salidas,37379.0
2012-02-01,07_San_Francisco_Salidas,43418.0
2012-03-01,07_San_Francisco_Salidas,44454.0
2012-04-01,07_San_Francisco_Salidas,40026.0
2012-05-01,07_San_Francisco_Salidas,44445.0
2012-06-01,07_San_Francisco_Salidas,39448.0
2012-07-01,07_San_Francisco_Salidas,33873.0
2012-08-01,07_San_Francisco_Salidas,42024.0
2012-09-01,07_San_Francisco_Salidas,44844.0
2012-10-01,07_San_Francisco_Salidas,50294.0
2012-11-01,07_San_Francisco_Salidas,41774.0
2012-12-01,07_San_Francisco_Salidas,38149.0
2013-01-01,07_San_Francisco_Salidas,43599.0
2013-02-01,07_San_Francisco_Salidas,43692.0
2013-03-01,07_San_Francisco_Salidas,41754.0
2013-04-01,07_San_Francisco_Salidas,46353.0
2013-05-01,07_San_Francisco_Salidas,42933.0
2013-06-01,07_San_Francisco_Salidas,37099.0
2013-07-01,07_San_Francisco_Salidas,33222.0
2013-08-01,07_San_Francisco_Salidas,45584.0
2013-09-01,07_San_Francisco_Salidas,43271.0
2013-10-01,07_San_Francisco_Salidas,48881.0
2013-11-01,07_San_Francisco_Salidas,39037.0
2013-12-01,07_San_Francisco_Salidas,37674.0
2014-01-01,07_San_Francisco_Salidas,41322.0
2014-02-01,07_San_Francisco_Salidas,41250.0
2014-03-01,07_San_Francisco_Salidas,45751.0
2014-04-01,07_San_Francisco_Salidas,41726.0
2014-05-01,07_San_Francisco_Salidas,41741.0
2014-06-01,07_San_Francisco_Salidas,38957.0
2014-07-01,07_San_Francisco_Salidas,33434.0
2014-08-01,07_San_Francisco_Salidas,40078.0
2014-09-01,07_San_Francisco_Salidas,42479.0
2014-10-01,07_San_Francisco_Salidas,40665.0
2014-11-01,07_San_Francisco_Salidas,31932.0
2014-12-01,07_San_Francisco_Salidas,31360.0
2015-01-01,07_San_Francisco_Salidas,34013.0
2015-02-01,07_San_Francisco_Salidas,34979.0
2015-03-01,07_San_Francisco_Salidas,37952.0
2015-04-01,07_San_Francisco_Salidas,35033.0
2015-05-01,07_San_Francisco_Salidas,31645.0
2015-06-01,07_San_Francisco_Salidas,31528.0
2015-07-01,07_San_Francisco_Salidas,28660.0
2015-08-01,07_San_Francisco_Salidas,28862.0
2015-09-01,07_San_Francisco_Salidas,32789.0
2015-10-01,07_San_Francisco_Salidas,31651.0
2015-11-01,07_San_Francisco_Salidas,26386.0
2016-03-01,07_San_Francisco_Salidas,32768.0
2016-04-01,07_San_Francisco_Salidas,32361.0
2016-05-01,07_San_Francisco_Salidas,30217.0
2016-06-01,07_San_Francisco_Salidas,26719.0
2016-07-01,07_San_Francisco_Salidas,21701.0
2016-08-01,07_San_Francisco_Salidas,32302.0
2016-09-01,07_San_Francisco_Salidas,28602.0
2016-10-01,07_San_Francisco_Salidas,31511.0
2016-11-01,07_San_Francisco_Salidas,26803.0
2016-12-01,07_San_Francisco_Salidas,25018.0
2017-01-01,07_San_Francisco_Salidas,25831.0
2017-02-01,07_San_Francisco_Salidas,26799.0
2017-03-01,07_San_Francisco_Salidas,29942.0
2017-04-01,07_San_Francisco_Salidas,23977.0
2017-05-01,07_San_Francisco_Salidas,26452.0
2017-06-01,07_San_Francisco_Salidas,23547.0
2017-07-01,07_San_Francisco_Salidas,19627.0
2017-08-01,07_San_Francisco_Salidas,24460.0
2017-09-01,07_San_Francisco_Salidas,8072.0
2017-10-01,07_San_Francisco_Salidas,0.0
2017-11-01,07_San_Francisco_Salidas,0.0
2018-01-01,07_San_Francisco_Salidas,14509.0
2018-02-01,07_San_Francisco_Salidas,15425.0
2018-03-01,07_San_Francisco_Salidas,16549.0
2018-04-01,07_San_Francisco_Salidas,16244.0
2018-05-01,07_San_Francisco_Salidas,17734.0
2018-06-01,07_San_Francisco_Salidas,15774.0
2018-07-01,07_San_Francisco_Salidas,13733.0
2018-08-01,07_San_Francisco_Salidas,17102.0
2018-09-01,07_San_Francisco_Salidas,15622.0
2018-10-01,07_San_Francisco_Salidas,14094.0
2018-11-01,07_San_Francisco_Salidas,12763.0
2018-12-01,07_San_Francisco_Salidas,13228.0
2019-01-01,07_San_Francisco_Salidas,14578.0
2019-02-01,07_San_Francisco_Salidas,14488.0
2019-03-01,07_San_Francisco_Salidas,15507.0
2019-04-01,07_San_Francisco_Salidas,14578.0
2019-05-01,07_San_Francisco_Salidas,14800.0
2019-06-01,07_San_Francisco_Salidas,12625.0
2019-07-01,07_San_Francisco_Salidas,13094.0
2019-08-01,07_San_Francisco_Salidas,14079.0
2019-09-01,07_San_Francisco_Salidas,14335.0
2019-10-01,07_San_Francisco_Salidas,15756.0
2019-11-01,07_San_Francisco_Salidas,13047.0
2019-12-01,07_San_Francisco_Salidas,12672.0
2020-01-01,07_San_Francisco_Salidas,11186.0
2020-02-01,07_San_Francisco_Salidas,9760.0
2020-03-01,07_San_Francisco_Salidas,4492.0
2020-04-01,07_San_Francisco_Salidas,0.0
2020-05-01,07_San_Francisco_Salidas,0.0
2020-06-01,07_San_Francisco_Salidas,0.0
2020-07-01,07_San_Francisco_Salidas,1415.0
2020-08-01,07_San_Francisco_Salidas,0.0
2020-09-01,07_San_Francisco_Salidas,0.0
2020-10-01,07_San_Francisco_Salidas,607.0
2020-11-01,07_San_Francisco_Salidas,3019.0
2020-12-01,07_San_Francisco_Salidas,3334.0
2021-01-01,07_San_Francisco_Salidas,3308.0
2021-02-01,07_San_Francisco_Salidas,3804.0
2010-01-01,08_Centro_Medico_Salidas,54009.0
2010-02-01,08_Centro_Medico_Salidas,63621.0
2010-03-01,08_Centro_Medico_Salidas,71153.0
2010-04-01,08_Centro_Medico_Salidas,61055.0
2010-05-01,08_Centro_Medico_Salidas,64056.0
2010-06-01,08_Centro_Medico_Salidas,69268.0
2010-07-01,08_Centro_Medico_Salidas,57660.0
2010-08-01,08_Centro_Medico_Salidas,72645.0
2010-09-01,08_Centro_Medico_Salidas,80555.0
2010-10-01,08_Centro_Medico_Salidas,81564.0
2010-11-01,08_Centro_Medico_Salidas,72734.0
2010-12-01,08_Centro_Medico_Salidas,68677.0
2011-01-01,08_Centro_Medico_Salidas,66652.0
2011-02-01,08_Centro_Medico_Salidas,72351.0
2011-03-01,08_Centro_Medico_Salidas,83210.0
2011-04-01,08_Centro_Medico_Salidas,70703.0
2011-05-01,08_Centro_Medico_Salidas,75537.0
2011-06-01,08_Centro_Medico_Salidas,75376.0
2011-07-01,08_Centro_Medico_Salidas,59554.0
2011-08-01,08_Centro_Medico_Salidas,73564.0
2011-09-01,08_Centro_Medico_Salidas,79246.0
2011-10-01,08_Centro_Medico_Salidas,79035.0
2011-11-01,08_Centro_Medico_Salidas,72323.0
2011-12-01,08_Centro_Medico_Salidas,66658.0
2012-01-01,08_Centro_Medico_Salidas,66965.0
2012-02-01,08_Centro_Medico_Salidas,75508.0
2012-03-01,08_Centro_Medico_Salidas,77619.0
2012-04-01,08_Centro_Medico_Salidas,69201.0
2012-05-01,08_Centro_Medico_Salidas,74774.0
2012-06-01,08_Centro_Medico_Salidas,70617.0
2012-07-01,08_Centro_Medico_Salidas,57469.0
2012-08-01,08_Centro_Medico_Salidas,73972.0
2012-09-01,08_Centro_Medico_Salidas,75825.0
2012-10-01,08_Centro_Medico_Salidas,84486.0
2012-11-01,08_Centro_Medico_Salidas,67574.0
2012-12-01,08_Centro_Medico_Salidas,61816.0
2013-01-01,08_Centro_Medico_Salidas,70201.0
2013-02-01,08_Centro_Medico_Salidas,71099.0
2013-03-01,08_Centro_Medico_Salidas,69004.0
2013-04-01,08_Centro_Medico_Salidas,75994.0
2013-05-01,08_Centro_Medico_Salidas,71359.0
2013-06-01,08_Centro_Medico_Salidas,63861.0
2013-07-01,08_Centro_Medico_Salidas,56920.0
2013-08-01,08_Centro_Medico_Salidas,74440.0
2013-09-01,08_Centro_Medico_Salidas,69437.0
2013-10-01,08_Centro_Medico_Salidas,78744.0
2013-11-01,08_Centro_Medico_Salidas,63037.0
2013-12-01,08_Centro_Medico_Salidas,59690.0
2014-01-01,08_Centro_Medico_Salidas,61382.0
2014-02-01,08_Centro_Medico_Salidas,65522.0
2014-03-01,08_Centro_Medico_Salidas,71631.0
2014-04-01,08_Centro_Medico_Salidas,64991.0
2014-05-01,08_Centro_Medico_Salidas,63805.0
2014-06-01,08_Centro_Medico_Salidas,58176.0
2014-07-01,08_Centro_Medico_Salidas,51993.0
2014-08-01,08_Centro_Medico_Salidas,60885.0
2014-09-01,08_Centro_Medico_Salidas,63063.0
2014-10-01,08_Centro_Medico_Salidas,63517.0
2014-11-01,08_Centro_Medico_Salidas,48178.0
2014-12-01,08_Centro_Medico_Salidas,47077.0
2015-01-01,08_Centro_Medico_Salidas,46879.0
2015-02-01,08_Centro_Medico_Salidas,47485.0
2015-03-01,08_Centro_Medico_Salidas,52261.0
2015-04-01,08_Centro_Medico_Salidas,49969.0
2015-05-01,08_Centro_Medico_Salidas,46609.0
2015-06-01,08_Centro_Medico_Salidas,44669.0
2015-07-01,08_Centro_Medico_Salidas,43508.0
2015-08-01,08_Centro_Medico_Salidas,50731.0
2015-09-01,08_Centro_Medico_Salidas,59210.0
2015-10-01,08_Centro_Medico_Salidas,57400.0
2015-11-01,08_Centro_Medico_Salidas,47605.0
2016-03-01,08_Centro_Medico_Salidas,52058.0
2016-04-01,08_Centro_Medico_Salidas,51991.0
2016-05-01,08_Centro_Medico_Salidas,50140.0
2016-06-01,08_Centro_Medico_Salidas,46101.0
2016-07-01,08_Centro_Medico_Salidas,37228.0
2016-08-01,08_Centro_Medico_Salidas,53203.0
2016-09-01,08_Centro_Medico_Salidas,46898.0
2016-10-01,08_Centro_Medico_Salidas,44329.0
2016-11-01,08_Centro_Medico_Salidas,41948.0
2016-12-01,08_Centro_Medico_Salidas,41831.0
2017-01-01,08_Centro_Medico_Salidas,39980.0
2017-02-01,08_Centro_Medico_Salidas,42379.0
2017-03-01,08_Centro_Medico_Salidas,48807.0
2017-04-01,08_Centro_Medico_Salidas,40317.0
2017-05-01,08_Centro_Medico_Salidas,44332.0
2017-06-01,08_Centro_Medico_Salidas,40384.0
2017-07-01,08_Centro_Medico_Salidas,35134.0
2017-08-01,08_Centro_Medico_Salidas,45156.0
2017-09-01,08_Centro_Medico_Salidas,14801.0
2017-10-01,08_Centro_Medico_Salidas,0.0
2017-11-01,08_Centro_Medico_Salidas,0.0
2018-01-01,08_Centro_Medico_Salidas,25695.0
2018-02-01,08_Centro_Medico_Salidas,30961.0
2018-03-01,08_Centro_Medico_Salidas,32781.0
2018-04-01,08_Centro_Medico_Salidas,34773.0
2018-05-01,08_Centro_Medico_Salidas,33790.0
2018-06-01,08_Centro_Medico_Salidas,30035.0
2018-07-01,08_Centro_Medico_Salidas,26773.0
2018-08-01,08_Centro_Medico_Salidas,36556.0
2018-09-01,08_Centro_Medico_Salidas,33321.0
2018-10-01,08_Centro_Medico_Salidas,36153.0
2018-11-01,08_Centro_Medico_Salidas,29632.0
2018-12-01,08_Centro_Medico_Salidas,27546.0
2019-01-01,08_Centro_Medico_Salidas,28948.0
2019-02-01,08_Centro_Medico_Salidas,29403.0
2019-03-01,08_Centro_Medico_Salidas,31687.0
2019-04-01,08_Centro_Medico_Salidas,31143.0
2019-05-01,08_Centro_Medico_Salidas,30422.0
2019-06-01,08_Centro_Medico_Salidas,25205.0
2019-07-01,08_Centro_Medico_Salidas,24937.0
2019-08-01,08_Centro_Medico_Salidas,28815.0
2019-09-01,08_Centro_Medico_Salidas,28400.0
2019-10-01,08_Centro_Medico_Salidas,32640.0
2019-11-01,08_Centro_Medico_Salidas,25731.0
2019-12-01,08_Centro_Medico_Salidas,25105.0
2020-01-01,08_Centro_Medico_Salidas,21562.0
2020-02-01,08_Centro_Medico_Salidas,27110.0
2020-03-01,08_Centro_Medico_Salidas,13474.0
2020-04-01,08_Centro_Medico_Salidas,0.0
2020-05-01,08_Centro_Medico_Salidas,0.0
2020-06-01,08_Centro_Medico_Salidas,0.0
2020-07-01,08_Centro_Medico_Salidas,2592.0
2020-08-01,08_Centro_Medico_Salidas,0.0
2020-09-01,08_Centro_Medico_Salidas,0.0
2020-10-01,08_Centro_Medico_Salidas,930.0
2020-11-01,08_Centro_Medico_Salidas,4257.0
2020-12-01,08_Centro_Medico_Salidas,4714.0
2021-01-01,08_Centro_Medico_Salidas,4929.0
2021-02-01,08_Centro_Medico_Salidas,6013.0
2010-01-01,09_Cupey_Salidas,27402.0
2010-02-01,09_Cupey_Salidas,38442.0
2010-03-01,09_Cupey_Salidas,39767.0
2010-04-01,09_Cupey_Salidas,34433.0
2010-05-01,09_Cupey_Salidas,32531.0
2010-06-01,09_Cupey_Salidas,29332.0
2010-07-01,09_Cupey_Salidas,25120.0
2010-08-01,09_Cupey_Salidas,39389.0
2010-09-01,09_Cupey_Salidas,52768.0
2010-10-01,09_Cupey_Salidas,49519.0
2010-11-01,09_Cupey_Salidas,44653.0
2010-12-01,09_Cupey_Salidas,36580.0
2011-01-01,09_Cupey_Salidas,36166.0
2011-02-01,09_Cupey_Salidas,48253.0
2011-03-01,09_Cupey_Salidas,56003.0
2011-04-01,09_Cupey_Salidas,40861.0
2011-05-01,09_Cupey_Salidas,41993.0
2011-06-01,09_Cupey_Salidas,37528.0
2011-07-01,09_Cupey_Salidas,27422.0
2011-08-01,09_Cupey_Salidas,45249.0
2011-09-01,09_Cupey_Salidas,57820.0
2011-10-01,09_Cupey_Salidas,57095.0
2011-11-01,09_Cupey_Salidas,52890.0
2011-12-01,09_Cupey_Salidas,35129.0
2012-01-01,09_Cupey_Salidas,41089.0
2012-02-01,09_Cupey_Salidas,54007.0
2012-03-01,09_Cupey_Salidas,55456.0
2012-04-01,09_Cupey_Salidas,44841.0
2012-05-01,09_Cupey_Salidas,45209.0
2012-06-01,09_Cupey_Salidas,32899.0
2012-07-01,09_Cupey_Salidas,25498.0
2012-08-01,09_Cupey_Salidas,44888.0
2012-09-01,09_Cupey_Salidas,61870.0
2012-10-01,09_Cupey_Salidas,67898.0
2012-11-01,09_Cupey_Salidas,49472.0
2012-12-01,09_Cupey_Salidas,39155.0
2013-01-01,09_Cupey_Salidas,45111.0
2013-02-01,09_Cupey_Salidas,54711.0
2013-03-01,09_Cupey_Salidas,47606.0
2013-04-01,09_Cupey_Salidas,56075.0
2013-05-01,09_Cupey_Salidas,43881.0
2013-06-01,09_Cupey_Salidas,31257.0
2013-07-01,09_Cupey_Salidas,27757.0
2013-08-01,09_Cupey_Salidas,52674.0
2013-09-01,09_Cupey_Salidas,61397.0
2013-10-01,09_Cupey_Salidas,68637.0
2013-11-01,09_Cupey_Salidas,50290.0
2013-12-01,09_Cupey_Salidas,38693.0
2014-01-01,09_Cupey_Salidas,44484.0
2014-02-01,09_Cupey_Salidas,54094.0
2014-03-01,09_Cupey_Salidas,60179.0
2014-04-01,09_Cupey_Salidas,48563.0
2014-05-01,09_Cupey_Salidas,44335.0
2014-06-01,09_Cupey_Salidas,34354.0
2014-07-01,09_Cupey_Salidas,28251.0
2014-08-01,09_Cupey_Salidas,45690.0
2014-09-01,09_Cupey_Salidas,58861.0
2014-10-01,09_Cupey_Salidas,56808.0
2014-11-01,09_Cupey_Salidas,41272.0
2014-12-01,09_Cupey_Salidas,33076.0
2015-01-01,09_Cupey_Salidas,35097.0
2015-02-01,09_Cupey_Salidas,44425.0
2015-03-01,09_Cupey_Salidas,45596.0
2015-04-01,09_Cupey_Salidas,43030.0
2015-05-01,09_Cupey_Salidas,36233.0
2015-06-01,09_Cupey_Salidas,26761.0
2015-07-01,09_Cupey_Salidas,23968.0
2015-08-01,09_Cupey_Salidas,36386.0
2015-09-01,09_Cupey_Salidas,57867.0
2015-10-01,09_Cupey_Salidas,54809.0
2015-11-01,09_Cupey_Salidas,44557.0
2016-03-01,09_Cupey_Salidas,42781.0
2016-04-01,09_Cupey_Salidas,45359.0
2016-05-01,09_Cupey_Salidas,37097.0
2016-06-01,09_Cupey_Salidas,29197.0
2016-07-01,09_Cupey_Salidas,24417.0
2016-08-01,09_Cupey_Salidas,43915.0
2016-09-01,09_Cupey_Salidas,47716.0
2016-10-01,09_Cupey_Salidas,50692.0
2016-11-01,09_Cupey_Salidas,42757.0
2016-12-01,09_Cupey_Salidas,33300.0
2017-01-01,09_Cupey_Salidas,37773.0
2017-02-01,09_Cupey_Salidas,44553.0
2017-03-01,09_Cupey_Salidas,47543.0
2017-04-01,09_Cupey_Salidas,34277.0
2017-05-01,09_Cupey_Salidas,35467.0
2017-06-01,09_Cupey_Salidas,29801.0
2017-07-01,09_Cupey_Salidas,24682.0
2017-08-01,09_Cupey_Salidas,36501.0
2017-09-01,09_Cupey_Salidas,13137.0
2017-10-01,09_Cupey_Salidas,0.0
2017-11-01,09_Cupey_Salidas,0.0
2018-01-01,09_Cupey_Salidas,26519.0
2018-02-01,09_Cupey_Salidas,29264.0
2018-03-01,09_Cupey_Salidas,30039.0
2018-04-01,09_Cupey_Salidas,30580.0
2018-05-01,09_Cupey_Salidas,29210.0
2018-06-01,09_Cupey_Salidas,27075.0
2018-07-01,09_Cupey_Salidas,16975.0
2018-08-01,09_Cupey_Salidas,25432.0
2018-09-01,09_Cupey_Salidas,33577.0
2018-10-01,09_Cupey_Salidas,27922.0
2018-11-01,09_Cupey_Salidas,17142.0
2018-12-01,09_Cupey_Salidas,14195.0
2019-01-01,09_Cupey_Salidas,16318.0
2019-02-01,09_Cupey_Salidas,16063.0
2019-03-01,09_Cupey_Salidas,16216.0
2019-04-01,09_Cupey_Salidas,14388.0
2019-05-01,09_Cupey_Salidas,13892.0
2019-06-01,09_Cupey_Salidas,14379.0
2019-07-01,09_Cupey_Salidas,17047.0
2019-08-01,09_Cupey_Salidas,23812.0
2019-09-01,09_Cupey_Salidas,26377.0
2019-10-01,09_Cupey_Salidas,29426.0
2019-11-01,09_Cupey_Salidas,21645.0
2019-12-01,09_Cupey_Salidas,19526.0
2020-01-01,09_Cupey_Salidas,14709.0
2020-02-01,09_Cupey_Salidas,21480.0
2020-03-01,09_Cupey_Salidas,10813.0
2020-04-01,09_Cupey_Salidas,0.0
